average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,useful,user_id,yelping_since
4.49,878,19,878,415,49,70,609,499,2497,117,222,5383,,190,5010,Messer,7292,Ug0ujy9-jd0Oc2nk3KIotA,2011-03-14 18:47:40
4.25,1163,11,1163,351,28,89,1074,278,3530,34,480,10703,"2012,2013,2014,2015,2016,2017,2018",720,7965,Brett,17037,pou3BbKsIozfH50rxmnMew,2012-01-11 17:19:55
3.67,19348,1195,19348,21956,397,1981,7579,39055,12650,2510,8341,65573,"2010,2011,2012,2013,2014,2015,2016,2017,2018",2434,64172,Cherylynn,78888,eKUGKQRE-Ywi5dY55_zChg,2008-01-20 06:27:03
4.02,2519,64,2519,1972,33,200,598,755,2035,287,1056,19095,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",366,15122,Trina,21002,_pBzBgtCTN9PNUPfgPDI8A,2008-06-05 14:08:07
4.16,1219,102,1219,1501,31,120,368,755,666,120,1055,13939,"2012,2013,2014,2015,2016,2017,2018",545,9673,Tiffany,16823,I-FmdvI28N7OIIt4JZOgIg,2012-05-10 21:02:15
3.35,213,3,213,100,9,22,198,151,292,8,110,5100,"2015,2016,2017,2018",159,3349,Marcus,9113,qgLwRvE6JkK_KnbuT5AKmA,2009-10-19 23:10:16
3.6,1204,26,1204,720,12,137,1098,774,982,76,753,21886,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",513,15471,Derek,29132,ZpUI9ze0YlA6nMSHwx3ZYQ,2006-12-05 17:18:51
3.65,185,2,185,61,2,20,117,107,261,6,77,3170,"2010,2011,2012,2013,2014,2015,2016,2017,2018",99,1521,Mark,5113,R1FVpAyl_BtxHBWdau2VLg,2010-11-01 04:04:24
3.49,360,1,360,146,28,30,109,114,289,7,241,5612,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",207,3624,Jon,8093,mlXIzLHZ2RAw3MMzpBsFlA,2008-01-27 20:22:00
3.53,114,13,114,77,38,15,63,6,96,7,48,1346,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",209,862,Shradha,3492,kW2dk1CWihmh3g7k9N2G8A,2007-07-18 17:27:43
3.73,101,7,101,103,4,15,62,9,92,12,43,1625,"2008,2009,2010",76,1388,Jen,4058,Xxvz5g67eaCr3emnkY5M6w,2007-12-25 23:12:22
4.48,13160,168,13160,12113,46,396,3197,9504,7301,200,3524,63148,"2014,2015,2016,2017,2018",556,46157,Nadine,64288,Ggx8iUdJ7lsQSqXRuclXtg,2010-10-18 17:58:12
4.12,3591,259,3591,2549,102,225,1995,535,8962,209,911,18359,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",1443,13152,Abby,24367,djxnI8Ux8ZYQJhiOQkrRhA,2008-05-09 13:48:14
3.18,2804,401,2804,2739,78,148,1028,148,1657,109,434,8128,"2007,2008,2009,2010,2011",331,6432,Min,9595,4SJS_m-JXc0oASx6x5Mjkw,2007-02-21 19:49:18
3.3,1737,21,1737,902,11,118,1156,575,1965,32,378,7336,"2016,2017,2018",553,7536,Dan,8979,WALNtcSZlONK4Yj-o3pzKA,2007-12-19 03:26:11
3.44,128,2,128,43,6,13,158,31,147,5,83,1430,"2009,2010,2011,2012,2013,2014,2015,2016,2017",134,1212,Ronald,3177,jT1japLeFEucHwEaEmFf5g,2007-08-16 20:11:42
3.71,203,1,203,62,1,8,22,50,65,12,41,2131,"2012,2013,2014,2015,2016,2017,2018",80,1342,Nat,3663,mVA4IeYyVKPUWRrN5oplMA,2009-08-07 15:10:14
2.6,52,4,52,27,0,11,91,25,170,2,11,1091,,82,2321,M,3251,BOU25_BWQnLdFJBKUe2XdQ,2008-11-25 21:58:58
3.2,1646,35,1646,857,55,74,872,100,2000,113,420,6258,"2010,2011,2012,2013",131,7060,Nino,8488,4u8zZaT5m7nO1WazdKA2sw,2009-10-13 15:48:15
3.48,77,2,77,33,4,16,42,3,62,4,62,1892,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",77,1618,Nora,4592,TqXAebtAtO90ZmN_odc8mQ,2009-03-25 20:23:11
3.53,36,0,36,16,0,8,31,46,37,1,45,2152,"2015,2016,2017,2018",92,913,Alexis,3422,h7p-GuaHFGsiKCF4g6Bjqg,2014-01-29 23:02:57
3.96,176,7,176,104,9,38,147,34,263,13,103,8608,,239,5325,Gourmet,9808,_BHTC7nyCBoZcfiiD5cOXg,2005-06-19 13:08:03
4.05,1374,85,1374,1092,29,85,709,1676,1107,56,1190,16432,"2011,2012,2013,2014,2015,2016,2017,2018",385,12169,Wendy,20783,W3Z5K5Ks4PJHo_RFexaqdA,2010-03-07 23:44:57
3.89,1892,49,1892,1271,59,222,491,1234,1634,149,873,13626,"2010,2011,2012,2013,2014,2015",447,9232,Keila,17430,lConjPFTZqz4zWELK_EJtw,2007-12-30 23:50:42
3.86,120,15,120,62,10,20,72,6,125,9,35,1285,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",86,747,Leang,2581,igaoaFNkX7ieMuyUBg0u5w,2006-06-18 04:18:27
4.02,961,21,961,596,4,190,136,86,303,60,416,4474,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",198,3750,Janet,7846,d67zTET_2IuVoWcUU0aWaQ,2008-12-27 19:38:12
4.21,3105,135,3105,2506,118,206,847,362,3621,303,1629,22194,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",1004,15878,Christina,24999,yh8_9Ix1wp9dekvyOZbilQ,2008-04-09 02:05:53
4.23,2158,293,2158,2858,74,145,668,834,1796,129,761,12934,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",573,8653,Rebekah,14484,Lu8y2ayxVlAzuJEVfVcH4w,2007-07-31 18:56:16
4.1,2905,288,2905,1578,108,115,1384,277,4450,132,598,18854,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",789,11920,Tiffany,21165,ACUVZ4SiN0gni7dzVDm9EQ,2007-03-15 21:51:21
3.73,336,6,336,304,13,43,181,27,234,29,202,3240,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",287,2284,Jordan,6319,9VJa4yxtnLct0pN_1RcD_w,2005-08-11 18:47:12
3.78,853,52,853,604,17,82,305,613,473,55,392,16522,"2010,2011,2012,2013,2014,2015,2016,2017,2018",647,11913,Lisa,20526,o2Or6xqxeWaE46tdzK0UGg,2010-03-13 18:28:48
3.69,680,20,680,361,28,46,335,84,598,41,240,5558,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",293,3821,Rhea,8472,0G-bcpdR48tfZy6koGUiTQ,2008-09-13 21:28:01
3.73,286,11,286,139,4,21,242,60,461,13,228,4998,"2010,2011,2012,2014,2015,2016,2017,2018",120,3163,Allie,6102,B-s-8VUnuBjGTP3d01jsyw,2008-02-20 23:52:48
3.63,54,5,54,51,1,10,34,5,66,9,54,1116,"2010,2011,2012,2013,2014,2015,2016,2017,2018",93,815,Jen,2403,Ed20T0T3jkAqVBBiyXju6A,2008-03-06 17:14:05
4.15,1189,79,1189,730,35,117,1090,173,2571,75,233,6593,"2010,2011,2012,2013,2014",375,11448,Louis,8149,Yjer78RnYr7OCzirgdcOaw,2010-02-15 20:13:37
3.52,189,12,189,85,40,27,171,49,349,8,66,3580,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",188,2450,Matthew,8274,pW9LvtC-hZ0PRAOUn7aZ2A,2006-05-16 16:20:38
3.87,1979,64,1979,2211,25,210,1664,342,7298,97,354,7701,"2011,2012,2013,2014,2015,2016,2017",423,4891,Lolo,10176,HpQ6AMW-v2iDFPOE6fkm0Q,2011-05-13 13:17:25
3.62,557,92,557,747,44,53,349,84,733,42,166,4427,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",196,4136,Erika,6683,kxA0vTDi1KABuA5Tgg1HKA,2006-01-03 20:38:02
3.63,275,8,275,103,21,19,70,6,107,8,78,3035,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",134,3176,Denis,4107,MurRkRS5aYaa1IfaRY20_Q,2008-01-03 20:30:18
3.44,264,7,264,105,4,37,123,29,161,19,72,1494,"2009,2010,2011,2012",98,1252,Ai,2655,UOM1TCOUqT2UD19p-yxWLA,2008-05-08 20:03:28
3.82,54,1,54,37,7,28,60,26,72,6,37,1100,"2008,2010",91,1165,Amuse,3241,IhmBr-yHC8xLjdnoq7O37w,2008-03-26 20:18:28
4.01,1219,195,1219,1648,32,99,513,1045,872,73,421,12164,"2010,2011",1242,7732,Manda Bear,15180,JADdo9NEeO5Az9aOYbyvZA,2008-03-28 04:19:21
3.82,345,84,345,440,7,13,130,49,225,18,51,2771,"2007,2008,2009,2010,2011,2012",139,2190,Mika,3507,lXKjU1d7uy4aG0c5dNTATw,2006-03-01 20:01:28
3.93,1188,176,1188,913,14,64,422,359,1056,55,294,10566,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",434,7397,Cindy,12966,EDBTE8HMO-iN5hAi9B382A,2009-07-02 15:46:17
3.65,737,30,737,585,29,44,170,28,404,29,288,7674,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",181,6764,Meg,10174,hcGgZ4PbKcM3K1clw7tEGA,2007-07-11 18:14:38
4.33,3,0,3,1,0,1,13,7,3,0,1,416,2018,43,157,Dominik,680,IlGYj_XAMG3v75rfmtBs_Q,2015-05-16 02:38:11
3.79,77,0,77,28,0,11,42,59,53,2,45,2766,"2014,2015,2016,2017,2018",177,1798,Kevin,5135,d8KR5c1ievS0C53h4fhEeQ,2011-09-26 16:05:54
3.68,4200,194,4200,5696,41,97,1067,941,2630,283,1099,12272,,148,10553,Fancypants,14177,kZJWAY828P8QZTqVYzhTCg,2008-12-12 00:23:01
4.22,42,0,42,13,4,5,10,1,14,4,17,594,"2011,2012,2013,2014,2015,2016,2017,2018",59,304,Mel,1104,U13tLFucJNz1fNv_Xgdj0g,2005-07-18 05:39:57
4.14,722,37,722,550,6,41,349,243,777,29,216,6421,"2012,2013",152,3882,Amy,7564,1dQiuUvvK8427TBmqj_4Vg,2010-02-18 00:05:57
3.65,963,130,963,496,110,199,527,99,778,218,485,6805,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",130,5264,David,9533,6EHbIv5w2I4XbXs3dG_D1Q,2008-04-08 18:53:45
3.11,68,5,68,37,2,8,30,80,145,7,50,3008,"2014,2015,2016,2017,2018",68,2011,Hideo,6049,XjrLnxoD8_OC9nnKg5H2_Q,2014-04-18 03:21:11
3.76,109,22,109,145,2,36,35,9,88,28,139,1870,"2009,2010,2011",145,1231,Marilyn,3096,gfyW0vuJls8ARoHmogfcmw,2009-01-08 06:35:02
3.75,87,2,87,67,1,11,38,46,196,3,81,2587,"2011,2012,2013,2014,2015,2016,2017,2018",122,1161,Courtney,4703,mIo2cFs_89a7i0DWHT9F-w,2009-11-11 00:10:39
4.27,29937,13654,29937,24328,12669,13500,15907,82602,24928,14173,15442,44267,,297,35437,Brian,45970,Tqm7Wu7IBJ1td3Ab5ZpUhw,2009-01-01 02:35:27
3.79,43,7,43,30,5,9,27,45,43,4,62,1225,"2010,2011,2012,2013,2014,2015,2016,2017,2018",232,772,Ziyan,3065,eIa4QJXp5ZNmuFORnuPvDA,2010-01-26 02:07:56
3.77,1143,52,1143,648,34,126,778,153,750,63,610,9802,"2008,2009,2010,2011",332,10226,Javier,11671,nj3syiLs3lABLtPVyL0ivA,2008-03-05 08:15:58
3.59,77,0,77,26,0,12,42,16,163,1,14,1129,"2014,2015,2016,2017,2018",59,964,Sheri,3086,5ju4tmqmdYS3QquclUxIkg,2013-06-29 07:29:22
4.2,2977,287,2977,1585,87,179,2050,499,5853,177,999,23082,"2009,2010,2011,2012,2013,2014,2015,2016",1105,13609,Katy,28151,Ve0LUwcrzxL7w0RYgY4Aaw,2008-08-22 16:38:41
3.73,585,50,585,632,45,35,181,138,274,28,186,4464,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",364,3635,Cynthia,6923,53bZ_EsXH71L7iFs5MP9_w,2006-02-10 00:25:28
3.2,77,8,77,41,1,17,52,17,90,7,43,2232,"2011,2012,2013,2014,2015,2016,2017,2018",164,1607,Alexandra,4791,N1ZCuhN0EFevaIfn6uRTNQ,2010-03-31 15:17:50
3.61,2083,52,2083,1280,68,98,785,1503,3670,156,562,10043,2010,293,6533,J,14163,QJI9OSEn6ujRCtrX06vs1w,2007-03-19 18:15:32
4.07,102,2,102,74,0,20,59,8,66,5,47,2103,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",82,1559,Michelle,3799,vXrUBAIN4aoCt7F5p0kU_g,2007-10-03 01:05:57
3.71,23,2,23,3,0,3,28,0,19,0,15,516,,56,494,Realtor Karl,1655,VYOQLKuR0Ugy9lU-QiOuLw,2008-12-21 22:25:32
4.1,2592,98,2592,1178,75,163,1393,338,4885,147,617,17440,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",1165,17322,Danny,21782,IU86PZPgTDCFwJEuAg2j7g,2009-01-09 20:21:40
3.92,1228,0,1228,706,3,33,249,84,1185,19,285,5879,"2011,2012,2013,2014,2015,2016,2017,2018",114,2657,Ed,7045,1wE7oHKgNOLPM0QWS3jm9w,2010-04-25 01:41:17
3.99,2100,34,2100,1483,2,214,807,1554,1356,39,730,14023,"2014,2015,2016,2017,2018",218,10727,David,15467,kroQYWSj-BhIEXT4VwLRHA,2008-09-09 23:31:46
3.83,166,1,166,91,6,24,102,131,204,18,120,3938,"2012,2013,2014,2015,2016,2017,2018",226,2727,Michelle,6811,cKJ0r01eF7E-tYp2FQOyRA,2008-11-10 21:40:27
3.8,2071,107,2071,1363,18,103,921,73,2034,120,664,9026,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",286,6803,Vivian,11881,ZD84600Tw1WqeKpVuNiKzg,2007-04-17 05:04:21
3.74,4069,260,4069,3654,57,168,829,1244,1981,257,856,14031,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",329,11745,Matt,15046,HYQoxBC1y1DGPq6pGP09Tw,2006-06-20 04:28:15
4.0,665,2,665,255,2,28,134,578,784,9,181,11761,"2014,2015,2016,2017,2018",216,5245,Boon,13196,fr1Hz2acAb3OaL3l6DyKNg,2014-05-10 14:13:19
4.15,589,22,589,206,24,42,431,132,1976,20,221,6280,"2010,2011,2012,2013,2014,2015,2016,2017,2018",478,4751,Jeffrey,10647,HXOfPXPMvdXNpQ_l0RRjKw,2010-08-16 01:18:16
3.76,43,0,43,15,0,7,18,16,32,8,24,1155,"2015,2016,2017,2018",93,645,Andrea,2068,oqCtfkf3IcwLF7A5iLlxlQ,2013-11-24 00:39:30
3.52,4457,250,4457,3109,127,244,1324,936,4122,215,1380,17014,"2008,2009,2010,2011,2012",495,13171,Wanugee,20765,UVxY0iyPaqY7s4BSFtt-xA,2007-06-11 03:54:14
3.94,115,2,115,50,12,11,51,6,120,8,40,1097,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",137,801,Albert,2095,j5ezF5mEGpnDwdTmAHci7Q,2008-06-16 17:37:31
4.06,2138,230,2138,1549,96,84,1157,270,3254,91,455,15349,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",894,8792,Gabi,18380,dIIKEfOgo0KqUfGQvGikPg,2007-08-10 19:01:51
3.99,160,4,160,142,2,21,59,70,202,10,47,2234,"2011,2012,2013,2014,2015,2016,2017",109,1217,Óscar,3690,CxokSknwJgvxMmbHPdS0tA,2011-03-15 06:39:30
3.59,178,4,178,92,2,11,75,4,90,5,83,2783,"2012,2013,2014,2015,2016,2017,2018",90,2125,Jennifer,4427,d_TBs6J3twMy9GChqUEXkg,2010-12-27 20:51:33
3.98,2040,205,2040,1511,109,133,1391,343,4943,172,486,13936,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",1031,7046,Michelle,21797,ET8n-r7glWYqZhuR6GcdNw,2008-03-28 13:26:38
3.66,1644,55,1644,1148,39,105,420,294,1556,63,596,10465,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",203,7242,Jen,14144,j4BMT5Oyrt15-pwK3cRSZw,2008-01-12 00:30:12
3.61,119,3,119,32,0,10,51,19,136,12,46,3484,"2013,2014,2015,2016,2017,2018",117,2399,Monica,5095,xxB5F6TJ4J1MlNufCdqz2Q,2009-06-27 18:18:50
4.2,93,1,93,76,3,15,61,2,201,12,48,1030,"2010,2011,2012,2013,2014,2015,2016,2017,2018",113,685,Susan,2626,b_Z2vamgc15EzlHeW9t6yA,2007-01-03 06:40:38
3.64,731,47,731,633,21,59,460,130,692,44,266,5372,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",279,3144,Lia,9208,NIhcRW6DWvk1JQhDhXwgOQ,2005-12-30 13:47:19
3.81,927,34,927,465,8,53,511,457,1511,30,220,8136,"2011,2012,2013,2014,2015,2016,2017,2018",405,5273,Mary Kate,12143,qWYEuBZP7av55tewg3PXKg,2010-06-04 02:31:49
4.06,16,3,16,15,1,10,19,30,34,4,7,1044,"2017,2018",109,613,Darylynn,1900,TwjiWvK0ZP15lzGC049oIQ,2010-03-06 00:57:00
3.88,277,10,277,129,1,23,86,233,282,16,186,8933,"2013,2014,2015,2016",311,6238,James,11701,qgXcgfdrk5tzmLBq4_h6mQ,2011-11-09 00:41:32
4.19,6497,953,6497,5845,151,369,1729,512,8678,371,2139,36760,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",1964,25121,Jessica,38562,VHdY6oG2JPVNjihWhOooAQ,2005-07-21 01:16:04
3.88,29,0,29,9,0,10,18,11,25,1,47,1425,"2015,2016,2017,2018",84,1086,GT,2967,SUAFCKtkx8RrQ6EgJQIVrw,2011-05-08 15:33:51
3.43,259,6,259,172,20,31,191,67,320,19,103,1883,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",95,1662,Chris,3724,YRcaNlwQ6XXPFDXWtuMGdA,2009-06-16 02:39:09
3.66,67,6,67,44,2,12,37,27,49,8,55,5267,"2014,2015,2016,2017,2018",183,4173,Darya,7095,wce0tudXf9BCeWhQRr0TiA,2009-09-28 05:24:56
3.98,3421,78,3421,2081,58,123,1012,723,4342,241,722,13985,"2010,2011,2012,2013,2014,2015,2016,2017,2018",414,11573,Eugene,16084,Lr-B-r-KF80yFy-2u336bw,2008-12-29 06:14:21
3.89,62,2,62,66,0,14,23,11,66,2,62,3458,"2014,2015,2016,2017,2018",182,2286,Stefanie,4696,adKonsQWY64vJYglPotH5Q,2012-01-06 06:52:49
4.1,1830,193,1830,1313,72,126,768,135,1504,84,397,11216,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",650,7036,Nish,12763,G5LXEaxhQMF_BVjNHkVr7g,2004-12-07 16:42:55
3.2,75,1,75,36,0,6,58,2,30,1,11,591,,38,908,Andy,1836,5v1OwXLi9RgErLclZKxCEQ,2009-08-01 12:57:36
3.53,133,16,133,113,8,12,51,49,177,17,126,3170,"2010,2011,2012,2013,2014,2015,2016,2017,2018",197,2818,Ee Vonn,5868,cPcStFGBlk-6lWWsttIfVQ,2009-11-08 17:32:55
3.33,281,32,281,205,5,25,138,77,178,13,147,4046,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",238,4026,Lisa,6000,lufa4bHQd3XLYQE1zXis0g,2006-06-12 18:29:40
3.1,435,10,435,122,27,40,448,43,498,12,194,3260,"2011,2012,2013,2014,2015,2016,2017,2018",113,2573,Shannon,6609,1HM81n6n4iPIFU5d2Lokhw,2011-07-28 15:40:07
4.28,143,3,143,41,2,11,69,45,242,16,77,3355,"2010,2011,2012,2013,2014,2015,2016,2017",166,2520,Michael,4762,Y6XH1iNsuuGAcO5nODI6rg,2009-05-04 06:44:12
4.28,1410,20,1410,600,20,108,1521,484,5583,30,405,8414,"2012,2013,2014,2015,2016,2017,2018",1268,4841,Brittany,12682,AHRrG3T1gJpHvtpZ-K0G_g,2011-04-25 17:28:05
3.64,130,36,130,72,6,8,59,57,113,6,59,1688,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",95,904,Naomi,2708,wZG2xlICfUkJiY1NdPJH2A,2009-05-31 03:38:46
3.29,37,2,37,25,2,12,26,0,69,10,30,1379,"2011,2012,2013,2014,2015,2016,2017,2018",95,1258,Monica,3412,Q3q6jppP-2bYL-jRna_FSg,2010-09-11 22:25:03
3.65,6,0,6,5,2,3,11,38,10,2,9,809,"2017,2018",73,499,Joe,1437,uIZWBUF9ovbXWG2dVJ6Zfw,2013-04-30 17:38:43
3.69,427,44,427,305,1,39,202,318,180,18,137,6752,"2012,2013,2014,2015,2016,2017,2018",359,3971,Dung,8399,LMPWMy_kvHjlUzVQ_9jz6A,2011-03-11 08:45:06
3.14,52,0,52,14,1,3,20,2,34,1,36,845,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",69,830,Brian,1771,ajMm_rBqbKYALu-I8-__Kg,2008-06-02 05:23:49
3.73,328,11,328,339,9,29,143,8,362,28,94,3035,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",174,1451,Cherie,4708,gfQqQYI5_hCAGEHlHXIz2Q,2005-10-02 00:49:15
3.9,1290,150,1290,1144,47,145,719,175,1484,105,490,10269,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016",504,11335,Laura,12430,BUB_t_Rvzs1yPEzZipkWjw,2007-07-16 20:52:24
3.53,75,10,75,41,8,17,62,19,77,5,26,977,"2006,2007,2008",61,2764,Fatty,1758,LU7ikPXZ5R8tv4oNQZQkKw,2006-04-12 04:18:36
3.89,198,7,198,143,4,26,128,170,196,6,107,4968,"2013,2014,2015,2016,2017,2018",195,3081,Kathleen,7499,GcdYgbaF75vj7RO6EZhPOQ,2012-07-07 18:25:03
3.33,6,0,6,0,1,3,15,0,13,2,8,409,,26,401,Doctor,1654,-shHTy1CEmSMPVSehdASaw,2009-03-26 20:10:11
3.45,461,29,461,249,4,124,219,268,266,22,396,3829,"2009,2010,2011,2015,2016",385,3209,Heejin,5820,WNbVCtfq2lGMEwLDXyyd6A,2007-09-09 05:59:56
3.64,3555,165,3555,2410,79,131,747,619,2140,139,1159,18837,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",199,16970,Ivy,20835,XCW5pJCDhvlW76XTSUEkIg,2008-08-21 00:32:25
4.37,29,7,29,8,0,7,51,31,22,7,8,1169,"2017,2018",76,732,Franklin,1807,uIBhZTxEdOw1FRVpSJ45mQ,2009-12-29 17:06:23
3.69,75,0,75,32,2,10,33,3,68,9,47,1637,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",68,491,Steve,2935,HGTdyEDygTqANThO64WDWQ,2008-04-21 17:23:42
4.07,591,7,591,282,9,41,141,118,495,26,338,4966,"2010,2011,2012,2013,2014,2015,2016,2017,2018",136,3824,Kislev,6255,SsgDGJWBNvefjY0z8XsVCQ,2009-05-16 15:02:16
3.55,83,9,83,56,1,14,61,4,73,17,62,1940,"2010,2011,2012,2013,2014,2015,2016,2017,2018",107,743,Danan,3553,ouODopBKF3AqfCkuQEnrDg,2010-04-09 05:28:01
3.88,5119,70,5119,3614,74,889,1477,4473,5836,293,2473,18032,"2010,2011,2012,2013,2014,2015,2016,2017,2018",233,16210,Timmy,20886,0CKo5RHHoN6AI7vSMnKV_g,2009-06-30 16:36:54
3.7,880,23,880,458,19,29,242,132,2984,29,284,3504,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",238,1398,Angela,5394,ya3mbvTaymecfrTc08SxhQ,2008-02-03 00:55:03
3.57,192,12,192,185,5,17,53,11,186,11,55,1914,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",79,1240,Fannie,3112,CiYRhDyFbsDbWR45uv822w,2007-04-16 05:46:40
3.86,334,23,334,562,2,18,127,138,169,28,395,3331,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",300,3391,Jane,5221,aVaa64zb_-d6VTY3XcXyIQ,2008-03-31 23:57:49
3.7,1220,38,1220,583,43,85,968,402,2016,44,516,6511,"2010,2011,2012,2013,2014,2015,2016,2017,2018",200,5545,John L.,11460,iT1AA74QFn_a0Xq9-ggSGA,2010-07-16 20:51:51
3.72,177,12,177,45,9,22,89,10,193,3,69,1719,"2009,2010,2011,2012,2013,2014,2015,2016,2017",82,1206,J,2918,lvGlIBv4xkHiQBnNOuRYZQ,2009-02-13 22:15:24
3.52,50,3,50,15,7,28,52,42,65,8,29,1125,,114,1179,O M,3155,AyVI_VJ3My6ibiIkcLQYGw,2008-06-20 18:47:27
3.73,54,9,54,27,5,18,36,26,34,3,26,744,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",83,472,Kim,2051,ir689oBNmrJXOspb4yq_Jg,2008-01-17 23:39:59
3.65,45,1,45,19,4,9,43,37,59,3,53,1733,"2013,2014,2015,2016,2017,2018",134,1406,Rick,3714,Vkj42md-5O3VoOD9pBg6Sw,2012-10-18 22:11:11
3.89,109,16,109,88,2,18,60,26,153,13,42,1706,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",109,1139,Chris,3261,uZdFsE_aHbFBChgN6Xa8tw,2007-02-12 20:53:11
4.06,1910,394,1910,2173,130,167,912,470,3386,205,695,13731,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",817,10470,Jelena,17319,MGPQVLsODMm9ZtYQW-g_OA,2008-01-19 22:50:00
3.55,4304,81,4304,2342,86,458,2054,368,3642,252,1366,17140,"2012,2013,2014,2015,2016,2017,2018",224,16666,Schel,19581,f8W2Qv9QosVaP-dRQwLEyw,2008-11-18 04:58:29
3.61,135,14,135,86,1,10,124,47,130,4,135,2711,"2008,2013,2014,2015,2016,2017,2018",95,2222,Tom,5363,NVei24-9k5GIZNRR1xGcRQ,2006-06-26 17:25:20
3.84,488,24,488,309,7,46,321,17,607,22,258,5463,"2012,2013,2014,2015,2016,2017,2018",150,4585,Angela,9257,3lUkFxUQKeMUYH7-z_kmjg,2011-04-11 19:27:40
3.86,484,19,484,409,5,31,172,22,435,29,153,3560,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",103,1896,Amy,4161,YbZg36FoMgkKcTEPae5siA,2006-08-26 04:28:29
3.7,290,10,290,149,10,16,148,88,273,9,118,2082,"2010,2011,2012,2013,2014,2015,2016,2017,2018",124,1855,Tiffany,3908,l-tDF960t9BakjyH34XfTA,2010-07-17 21:30:17
3.78,115,4,115,43,1,6,45,8,77,8,65,2024,"2011,2012,2013,2014,2015,2016,2017,2018",103,1611,Felicia,3571,hYWwocw-J4KdyGLrUlOYXA,2008-09-09 19:17:20
3.72,516,15,516,319,5,54,180,513,269,11,195,36460,"2016,2017,2018",412,23855,Ramona,43402,zvQ7B3KZuFOX7pYLsOxhpA,2011-07-27 00:58:22
3.84,1264,102,1264,829,87,81,891,202,2662,90,413,8672,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",815,11438,Damien,11976,rcU7ysY41qGppbw4pQgjqg,2007-06-30 12:28:20
3.62,165,2,165,101,13,11,59,40,113,9,95,3492,"2010,2011,2012,2013,2014,2015,2016,2017,2018",155,2103,Samantha,5616,YMgZqBUAddmFErxLtCfK_w,2009-03-16 23:41:53
3.98,1696,170,1696,971,18,500,1050,2009,4161,74,794,8308,"2012,2013,2014,2015,2016,2017,2018",370,2279,Heiko,17520,IC0awH6Csw-25fQSfnwNiQ,2012-06-28 07:18:46
